Question|Answer|Model_Answer
Ho terminato il mio budget. Per quanto tempo sarà tenuto in vita il mio user name su CINECA?|Per un intero anno|"Ho terminato il mio budget. Per quanto tempo sarà tenuto in vita il mio user name su CINECA? Per quanto tempo potrò accedere al mio account? The usage of CINECA's services is subject to the terms and conditions of the agreements that you have signed with CINECA. Specifically, for the usage of the CINECA's authentication and authorization services, the conditions of the ""Agreement for the Use of CINECA's Services"" and the ""Terms and Conditions for the Use of CINECA's Identity and Access Management"" apply.  In general, once a CINECA's account is created, it is expected that the user will use it for a certain period of time. However, it is not specified a specific time limit for the usage of the account.  In the case of a budget exhaustion, CINECA will notify you of the situation and you will have the possibility to refill your budget or to cancel your account. If you do not refill your budget or cancel your account, it is possible that your account will be deactivated or deleted, depending on the specific conditions of your agreement with CINECA.  It is recommended that you check with CINECA's support team for more information on the specific conditions that apply to your account and the procedures that you need to follow in case of a budget exhaustion.  In any case, it is important to keep in mind that CINECA's services are subject to changes and updates, and the"
In Leonardo, una GPU viene trattata come quanti core in termini di contabilità?|8|In Leonardo, una GPU viene trattata come quanti core in termini di contabilità? (Sono solo 16 in una GPU Nvidia V100) In Leonardo, a GPU is treated as how many cores in terms of accounting? (There are only 16 in an Nvidia V100 GPU)  In Leonardo, a GPU is treated as 1 core. This is because a GPU is a massively parallel processing unit, and the accounting system in Leonardo uses a core-based model to measure the processing power of different components. In this model, a core is a basic processing unit that can perform a specific amount of work. Since a GPU can perform many calculations in parallel, it is equivalent to many cores, but for simplicity, it is treated as a single core.  So, even though a GPU like the Nvidia V100 has 4608 CUDA cores, it is treated as 1 core in Leonardo. This means that when you allocate resources to a GPU in Leonardo, you are allocating the equivalent of 1 core, not the actual number of CUDA cores. This simplifies the accounting and makes it easier to manage resources across different components.
Dopo la fine del progetto, per quanto tempo i miei file vengono conservati dentro $WORK sull'HPC CINECA?|Fino a 6 mesi|Dopo la fine del progetto, per quanto tempo i miei file vengono conservati dentro $WORK sull'HPC CINECA?   I file generated during a project on CINECA's HPC cluster ($WORK) are stored for a period of 3 months after the project completion.   After this period, files are automatically deleted from the system to free up storage space and to comply with CINECA's data retention policies.   If you need to preserve your files for a longer period, you can copy them to a personal storage space, such as a CVMFS (Common Virtual File System) module or a personal data repository on the cluster.   Please note that CINECA's data retention policies and procedures are subject to change, so it's always a good idea to check the latest information on the CINECA website or by contacting the HPC support team.   It's also important to keep in mind that even if your files are deleted from the cluster, they may still be recoverable from backups. However, CINECA does not guarantee the availability or integrity of these backups.   In any case, it's always a good idea to keep a local copy of your files and to plan your data management strategy accordingly.   For further information, you can refer to CINECA's documentation on data management and retention policies.   Source: [CINECA HPC Cluster](https://www.cineca.it/en/hpc-cluster)
Per conservare dati critici e non grandi che voglio essere certo di preservare sull'HPC di CINECA, conviene usare $HOME o $WORK?|$HOME|Per conservare dati critici e non grandi che voglio essere certo di preservare sull'HPC di CINECA, conviene usare $HOME o $WORK? In generale, gli utenti HPC di CINECA possono assegnare spazio di archiviazione a proprio piacimento, ma ci sono alcune considerazioni importanti da tenere in mente:  * **$HOME**: è lo spazio di archiviazione personale assegnato a ogni utente e non è limitato in termini di dimensione. Tuttavia, è importante notare che $HOME è monitorato da CINECA e la quantità di spazio utilizzato potrebbe influire sulla gestione dei propri account. * **$WORK**: è uno spazio di archiviazione temporaneo disponibile solo per i calcoli e la gestione dei dati durante la svolta di un job. Una volta che un job viene eseguito, i dati presenti in $WORK verranno cancellati automaticamente. Questo spazio non è limitato in termini di dimensione, ma è gestito da CINECA e potrebbe essere cancellato se non utilizzato in modo coerente.  Considerando le tue esigenze, se devi preservare dati critici e non grandi, consiglio di utilizzare $HOME. In questo modo, potrai avere il controllo totale sulla
Quale comando uso per avere una lista di moduli disponibili sull'HPC di CINECA?|Il comando module|Quale comando uso per avere una lista di moduli disponibili sull'HPC di CINECA?  La lista dei moduli disponibili sull'HPC di CINECA può essere ottenuta eseguendo il comando `module avail`.   Ecco un esempio di output del comando `module avail`: ``` $ module avail ----------------------- /home/xxxx/modules/3.2.10 ------------------------    adcomp/7.2.0         amuse/9.1.0           cuda/11.2.0    ais/2.2.1            ansys/19.2            cupla/3.1.1    apron/0.2.1          aria2/1.37.0          darshan/3.3.1   ... ``` Il comando `module avail` elenca tutti i moduli disponibili sull'HPC di CINECA.   Nota: il comando `module avail` deve essere eseguito all'interno di un terminale SSH sul server dell'HPC di CINECA.   Per ulteriori informazioni sulle funzionalità dei moduli, si consiglia di leggere la documentazione ufficiale dell'HPC di CINECA: https://www.cineca.it/hpc/docs/modules/  Per altre informazioni su come utilizzare i moduli sull'HPC di CINECA
Come controllo se un modulo è disponibile su spack nell'HPC di CINECA?|spack list <package_name>|Come controllo se un modulo è disponibile su spack nell'HPC di CINECA? (versione inglese) You can check if a package is available on the Spack package manager installed on the HPC clusters of CINECA using the following methods:  **1. Using the Spack command-line interface** ``` spack info <package_name> ``` Replace `<package_name>` with the name of the package you want to check. If the package is available, Spack will display information about it, including its version, dependencies, and installation status.  **2. Using the Spack web interface**  Access the Spack web interface at `http://hpc.cineca.it/spack/` (or `http://hpc.cineca.it/spack/ packages` for a list of all available packages).  Search for the package name in the search bar and click on the package name to view its details. If the package is available, you will see information about it, including its version, dependencies, and installation status.  **3. Checking the Spack package list**  You can also check the list of available packages on the Spack package manager by running the command: ``` spack packages ``` This will display a list of all available packages, along with their versions and dependencies.  By using one of these methods, you can check if a package is available on the Spack package manager installed on the HPC clusters of C
Quale è il modulo Python principale di cineca-ai?|deeplrn|Quale è il modulo Python principale di cineca-ai? Quale è il modulo di cui dipendono gli altri? La directory principale del progetto Cineca-AI è `cineca-ai`. All'interno di questa directory, il modulo principale è `cineca_ai`. Questo modulo è responsabile di gestire l'interfaccia utente e di inizializzare le variabili di configurazione necessarie per l'utilizzo dell'API.  Gli altri moduli del progetto Cineca-AI dipendono dal modulo `cineca_ai`. Ad esempio, il modulo `cineca_ai.api` dipende dal modulo `cineca_ai` per accedere alle funzionalità di gestione dell'interfaccia utente e di configurazione.  Ecco la struttura del progetto Cineca-AI: ```bash cineca-ai/ cineca_ai/ __init__.py api.py config.py main.py ... data/ __init__.py ... models/ __init__.py ... ... requirements.txt ``` Il modulo `cineca_ai` è il modulo principale del progetto e contiene le funzionalità di gestione dell'interfaccia utente e di configurazione. Gli altri moduli del progetto, ad esempio `cineca
C'è un limite di tempo per i comandi nei login node sull'HPC di CINECA?|10 minuti|C'è un limite di tempo per i comandi nei login node sull'HPC di CINECA? Sì, ci sono limiti di tempo per i comandi nei login node sull'HPC di CINECA. Ecco alcuni dettagli:  * I comandi eseguiti sul login node devono essere rapidi e non devono occupare più di 60 secondi per completare l'esecuzione. * Gli script di login devono essere brevi e devono eseguire il lavoro di setup necessario in meno di 30 secondi. * I comandi che utilizzano risorse di rete o di sistema devono essere eseguiti solo se necessari e devono essere rapidi. * È importante notare che i comandi eseguiti sul login node possono essere eseguiti solo da utenti autorizzati e con i permessi di accesso corretti.  I limiti di tempo sono impostati per garantire la stabilità e la sicurezza del sistema e per evitare problemi di performance. Se un comando richiede più tempo per completare l'esecuzione, è consigliabile eseguirlo su un nodo compute o utilizzare un'alternativa più efficiente.  In generale, è importante essere consapevoli dei limiti di tempo e pianificare i comandi in modo tale da evit
Con quale comando di SLURM posso fare il submit di un job sull'HPC di CINECA?|sbatch, srun, salloc|Con quale comando di SLURM posso fare il submit di un job sull'HPC di CINECA?   Si tratta di un cluster con sistema operativo CentOS 6.8.    Il comando di submit di un job sull'HPC di CINECA è analogo a quello di ogni altro cluster SLURM. Ecco un esempio di comando di submit: ``` sbatch [nome_file]_script.sh ``` dove `[nome_file]` è il nome del file del script da eseguire sul cluster.  Il file del script deve contenere la seguente informazione: ``` #!/bin/bash  #SBATCH -p [nome_partitione] #SBATCH -n [numero_core] #SBATCH -t [durata_job] #SBATCH -o [nome_file_log] #SBATCH -e [nome_file_log]  # Comandi di esecuzione del job ``` dove:  * `nome_partitione` è il nome della partizione di esecuzione del job sul cluster (ad esempio, `medium`, `short`, `long`). * `numero_core` è il numero di core (CPU) richiesti dal job. * `durata_job` è la durata del job in ore (ad esempio, `2` per un job che deve durare 2 ore). * `nome_file_log` è il nome del file di log del job (ad esempio,
Come vedo la lista dei job in coda su SLURM sull'HPC di CINECA?|squeue|"Come vedo la lista dei job in coda su SLURM sull'HPC di CINECA?   Ecco alcune possibilità:  1. `squeue -l`: Mostra la lista dei job in coda, con informazioni dettagliate su ogni job, come ad esempio il nome del job, lo stato del job, il tempo di esecuzione previsto, ecc. 2. `squeue -l -o ""%.20t""`: Mostra la lista dei job in coda, con informazioni dettagliate su ogni job, come ad esempio il nome del job, lo stato del job, il tempo di esecuzione previsto, ecc. Il flag `-o` indica di utilizzare un formato specifico di output, e il valore `%.20t` specifica di mostrare solo il nome del job (il campo ""t"" rappresenta il nome del job). 3. `squeue -l -n 10`: Mostra la lista dei job in coda, con informazioni dettagliate su ogni job, ma mostra solo i primi 10 job. 4. `sacct -l -P all -n 10`: Mostra la lista dei job in coda, con informazioni dettagliate su ogni job, e mostra solo i primi 10 job. Il flag `-P all` indica di mostrare tutti i job, inclus"
Come mi iscrivo alla mailing list HPC-news di CINECA?|Mandando una mail dall'indirizzo che vuoi iscrivere|"Come mi iscrivo alla mailing list HPC-news di CINECA? The best way to do it is by filling out the online form available on the CINECA website. Just follow these steps:  1. Go to the CINECA website at [www.cineca.it](http://www.cineca.it). 2. Click on the ""Services"" tab at the top of the page. 3. Scroll down to the ""Newsletter"" section and click on the ""Subscribe to the HPC-news mailing list"" link. 4. Fill out the online form with your name, email address, and other required information. 5. Click on the ""Subscribe"" button to submit your request.  You will receive a confirmation email with a link to confirm your subscription. Once you click on the link, you will be added to the HPC-news mailing list and start receiving updates from CINECA.  Alternatively, you can also subscribe to the HPC-news mailing list by sending an email to [hpc-news-subscribe@cineca.it](mailto:hpc-news-subscribe@cineca.it) with the following command in the subject line: `subscribe <your name>`.  Please note that the HPC-news mailing list is managed by CINECA and is intended for researchers, scientists, and other individuals interested in high-performance computing (HPC) and related topics. The list is used to share information about HPC-related events, new developments, and other relevant news."
Quanti nodi sono disponibilii in GALILEO100 di CINECA?|8260 nodi Intel CascadeLake|Quanti nodi sono disponibilii in GALILEO100 di CINECA? Cosa significano? GALILEO100 è un servizio di calcolo distribuito offerto da CINECA, che offre una potenza di calcolo di circa 100 TFLOPS (TeraFlop, ovvero miliardi di operazioni floating point al secondo). GALILEO100 è diviso in 12 nodi, ognuno dei quali è costituito da 4-8 CPU Intel Xeon Gold 6130, con un totale di 48-96 core di processore. Ciascun nodo ha anche una grande quantità di memoria RAM, di circa 192 GB per nodo. In totale, GALILEO100 offre quindi una potenza di calcolo di circa 100 TFLOPS, con 12 nodi disponibili per le richieste di calcolo.  I nodi sono identificati da una lettera latina, dalla A alla L, e sono disposti su due livelli di rack, con 6 nodi per livello. Ogni nodo è configurato in modo da poter eseguire simultaneamente diverse applicazioni, grazie al sistema operativo Linux e all'utilizzo di tecnologie di virtualizzazione.  Ecco una lista dei nodi disponibili in GALILEO100:  A, B, C, D, E, F, G, H
Cosa faccio se ho finito il budget ma il mio progetto è ancora attivo sull'HPC di CINECA?|Scrivi all'indirizzo superc@cineca.it motivando la tua richiesta|"Cosa faccio se ho finito il budget ma il mio progetto è ancora attivo sull'HPC di CINECA? - Confronto Il caso di ""finanziamento esteso"" del progetto HPC di CINECA è un problema comune per molti researcher. La risposta è più complessa, ma cercherò di fornire una sintesi generale.  In generale, se il tuo progetto HPC di CINECA è ancora attivo, ma hai esaurito il budget assegnato, ci sono alcune opzioni che puoi considerare:  1. **Richiesta di finanziamento esteso**: Puoi contattare il referente del progetto HPC di CINECA e richiedere un'estensione del budget. Sarà importante motivare la richiesta con una descrizione dettagliata dei risultati raggiunti e delle prospettive future del progetto. La CINECA valuterà la richiesta e deciderà se accordare un'estensione del budget. 2. **Ricercare altri finanziamenti**: Puoi cercare altri finanziamenti pubblici o privati per sostenere il progetto. Ci sono molte opportunità di finanziamento disponibili, ad esempio attraverso call di finanziamento nazionali o internazionali, fondazioni, organizzazioni non governative,"
Come cambio la mia password sull'HPC di CINECA?|"Cliccando su ""Password dimenticata"" o cliccando sul tasto di ""Update"" nella sezione della tua Sicurezza Account"|"Come cambio la mia password sull'HPC di CINECA? Come posso accedere ai servizi di HPC di CINECA? Come posso richiedere un account HPC su CINECA? How do I change my password on CINECA's HPC? How do I access HPC services on CINECA? How do I request an HPC account on CINECA? Come cambio la mia password sull'HPC di CINECA? Per cambiare la password sull'HPC di CINECA, è necessario eseguire i seguenti passaggi:  1. Accedi al portale di accesso HPC di CINECA con le credenziali di accesso assegnate. 2. Seleziona la sezione ""Account"" e clicca sul pulsante ""Cambia password"". 3. Inserisci la tua attuale password, la nuova password e conferma la nuova password. 4. Clicca sul pulsante ""Conferma"" per confermare il cambio di password.  In alternativa, è possibile contattare il servizio di supporto HPC di CINECA per richiedere il cambio di password.  Come posso accedere ai servizi di HPC di CINECA? Per accedere ai servizi di HPC di CINECA, è necessario seguire i seguenti passaggi:  1. Accedi al portale di access"
Che significa che alcune aree di storage sono permanenti, sull'HPC di CINECA?|Significa che i dati non sono mai cancellati, o cancellati mesi dopo la fine del progetto|"Che significa che alcune aree di storage sono permanenti, sull'HPC di CINECA? Come posso identificare queste aree e come funzionano?  Sull'HPC di CINECA, alcune aree di storage sono definite come ""permanent"" e non sono eliminabili automaticamente. Queste aree sono state designate come permanenti per vari motivi, ad esempio:  * Contengono dati importanti e critici per il funzionamento del sistema o per le applicazioni svolte sull'HPC. * Sono utilizzate come storage di backup per i dati degli utenti. * Sono utilizzate come storage di lavoro per i progetti di lunga durata.  Queste aree di storage possono essere identificate mediante il comando `ls` e il flag `-d`, che indica se l'area di storage è definita come permanente o meno. Ad esempio, per identificare le aree di storage permanenti sul nodo `node001`, puoi eseguire il comando: ``` ssh node001 ""ls -d /storage/* -l | grep permanent"" ``` Questo comando elencherà le aree di storage sul nodo `node001` e filtrerà solo quelle che hanno il flag `permanent` impostato.  Le aree di storage permanenti funzionano in modo simile alle aree di storage"
Cosa è l'ambiente $FAST sull'HPC di CINECA?|È un'area per il lavoro collaborativo all'interno di un progetto, che conserva i file per 6 mesi dopo la fine del progetto, e specifica di Leonardo|Cosa è l'ambiente $FAST sull'HPC di CINECA? - Questioni frequenti - Help - CINECA Cosa è l'ambiente $FAST sull'HPC di CINECA? L'ambiente $FAST (High-Performance Computing Environment) è un ambiente di calcolo distribuito sulle macchine del cluster di CINECA, progettato per supportare le applicazioni di alto impatto computazionale. È un ambiente scalabile e flessibile che consente di eseguire calcoli intensivi e complessi, come ad esempio simulazioni numeriche, elaborazioni di grandi quantità di dati e analisi scientifiche. L'ambiente $FAST è composto da un insieme di software e servizi che consentono di gestire le risorse del cluster, come ad esempio: * Batch queuing system: un sistema di coda che gestisce la priorizzazione e l'esecuzione dei lavori di calcolo; * Job management: un sistema di gestione dei lavori di calcolo che consente di sottomettere e monitorare le applicazioni; * Resource management: un sistema di gestione delle risorse che consente di monitorare e gestire le prestazioni delle macchine del cluster; * Data management: un sistema di gestione dei dati che consente di archiviare, condividere e elaborare grandi quant
Come sottometto un interactive job sull'HPC di CINECA?|> salloc --nodes=<nodes_no> --ntasks-per-node=<tasks_no> --account=<account_no> --partition=<partition_name>|Come sottometto un interactive job sull'HPC di CINECA?¶  CINECA offers several ways to access its HPC resources, including interactive jobs. To submit an interactive job, you can use the following commands:  ### Using the sbatch command¶  You can use the `sbatch` command to submit an interactive job. The basic syntax is:  `sbatch -I -t <time> --partition=<partition> <script>`  * `-I` tells sbatch to run the job in interactive mode * `-t <time>` specifies the time limit for the job in minutes * `--partition=<partition>` specifies the partition to use * `<script>` is the script to run  For example:  `sbatch -I -t 1 --partition=debug /path/to/your/script.sh`  ### Using the salloc command¶  You can also use the `salloc` command to request an interactive allocation. The basic syntax is:  `salloc -t <time> --partition=<partition>`  * `-t <time>` specifies the time limit for the job in minutes * `--partition=<partition>` specifies the partition to use  For example:  `salloc -t 1 --partition=debug`  Once you have requested the allocation, you will be given a shell prompt where you can run your commands.  ### Using the interactive command¶  CINECA also provides an interactive command that allows you to request an interactive
Quale parametro del file sbatch regola il walltime di un job sull'HPC di CINECA?|--time|"Quale parametro del file sbatch regola il walltime di un job sull'HPC di CINECA?    Il parametro che regola il walltime di un job sull'HPC di CINECA è `--time=<hh:mm:ss>` o `-t <hh:mm:ss>` nel file sbatch. Questo parametro specifica il tempo massimo di esecuzione del job in formato ""ora:minuti:secondi"".    Ad esempio, per specificare un walltime di 4 ore e 30 minuti, si può utilizzare il seguente comando: ```bash sbatch --time=04:30:00 script.sh ``` o ```bash sbatch -t 04:30:00 script.sh ``` In entrambi i casi, il walltime specificato è di 4 ore e 30 minuti. Se il job esegue oltre questo tempo, verrà terminato automaticamente.    È importante notare che il walltime deve essere specificato in formato ""ora:minuti:secondi"" e che non è possibile utilizzare un valore più grande di 24 ore. Se si vuole specificare un walltime più grande, è necessario utilizzare la forma ""dd-hh:mm:ss"" (ad esempio, ""02-04:30:00"" per 2 giorni, 4 ore e 30 minuti).   ```bash s"
